ក	ka
បំព្រាង	bampreang
បំព្រាច	bampreach
បំព្រាត់	bamproat
បំព្រុល	bamprul
បំព្រួញ	bampruonh
បំព្រួម	bampruom
បំព្រៃ	bamprey
បំព្រៃជាតិ	bampreycheate
បំព្រៃប្រទេស	bampreybrtes
បំព្រៃលោក	bampreylouk
បំព្រំ	bamprum
បំភរ	bamphr
បំភល	bamphl
បំភលពពុះសាប៊ូ	bamphlopopuhsabu
បំភាន់	bamphean
បំភិត	bamphit
បំភិតបំភ័យ	bamphitbamphey
បំភុល	bamphul
បំភូត	bamphut
បំភ័ន្ត	bamphnt
បំភ័យ	bamphey
បំភ្លាង	bamphleang
បំភ្លាត់	bamphloat
បំភ្លាត់មាត់	bamphloatmoat
បំភ្លាំង	bamphleang
បំភ្លឺ	bamphlueu
បំភ្លឺជាតិ	bamphlueucheate
បំភ្លឺទីងងឹត	bamphlueutingnguet
បំភ្លឺប្រទេស	bamphlueubrtes
បំភ្លឺភ្នែក	bamphlueuphneaek
បំភ្លឺលោក	bamphlueulouk
បំភ្លូក	bamphluk
បំភ្លេច	bamphlech
បំភ្លៃ	bamphley
បំភ្លៃជើង	bamphleycheung
បំភ្លោះ	bamphluoh
បំរាម	bamream
បំរុង	bamrung
បំរើ	bamreu
បំរេច	bamrech
បំរេះ	bamreh
បំសុ	bamso
បំសុកូល	bamsokoul
បំសុកូលិកង្គៈ	bamsokoulikngkeak
បំសុបិសាច	bamsobesach
បំឡាស់	bamlas
បះ	bah
បះឆ្កិល	bahchhkel
បះជើង	bahcheung
បះជើងគ្រេង	bahcheungkreng
បះជើងច្រងាង	bahcheungchrngeang
បះជើងច្រោង	bahcheungchroung
បះដៃបះជើង	bahdaibahcheung
បះបោរ	bahbaor
បះសក់	bahsk
បៈ	bak
បៈដី	bakdei
បៈថៈ	bakthak
ប៉	b
ប៉ក	bk
ប៉កម	bkm
ប៉ក់	bk
ប៉ក់ញ៉ៃ	bknhey
ប៉ក់ប៉ក់	bkbk
ប៉ក្លប	bklb
ប៉ខុញ	bkhonh
ប៉គ្រីវ	bkriv
ប៉ង	bng
ប៉ងប្រាថ្នា	bngbreathnea
ប៉ង់ក្រេអាតាល់ស៊ី	bngkreaatalsi
ប៉ង់ក្រេអាតិចតូមី	bngkreaatechtoumi
ប៉ង់ក្រេអាតូប៉ាទី	bngkreaatoubeati
ប៉ង់ក្រេអាតូលីស	bngkreaatoulis
ប៉ង់ក្រេអាទីត	bngkreaatit
ប៉ង់សឺម៉ង់	bngseumng
ប៉ច	bch
ប៉ដាក	bdak
ប៉ណ្ណេះ	bnneh
ប៉ត្រោក	btrouk
ប៉ទ្រូ	btru
ប៉ន់	bn
ប៉បិល	bbel
ប៉បេ	bbe
ប៉ប៉ក	bbk
ប៉ប៉ប់	bbb
ប៉ប៉ាក់ប៉ប៉ើក	bbeakbbeuk
ប៉ប៉ាច់	bbeach
ប៉ប៉ាច់ប៉ពូ	bbeachbpu
ប៉ប៉ាត់	bboat
ប៉ប៉ាន់	bbean
ប៉ប៉ាប់	bbeab
ប៉ប៉ា្លក់	bbealk
ប៉ប៉ា្លច់	bbealch
ប៉ប៉ា្លញ	bbealnh
ប៉ប៉ិកប៉បាក់	bbikbbak
ប៉ប៉ិកប៉ប៉ាក់	bbikbbeak
ប៉ប៉ិកប៉ប៉ាច់	bbikbbeach
ប៉ប៉ិច	bbich
ប៉ប៉ិន	bbin
ប៉ប៉ិល	bbil
ប៉ប៉ិលប៉ប៉ូច	bbilbbuch
ប៉ប៉ុក	bbuk
ប៉ប៉ុន	bbun
ប៉ប៉ុប	bbub
ប៉ប៉ូច	bbuch
ប៉ប៉ែះ	bbeaeh
ប៉ប៉ោច	bbouch
ប៉ប៉ោ្លញ	bboulnh
ប៉ប៉ៅ	bbov
ប៉ប៉ះ	bbeah
ប៉ប៉ះប៉ប៉ុន	bbeahbbun
ប៉ប់	bb
ប៉ប្ដៀច	bbdiech
ប៉ប្តៀច	bbtiech
ប៉ប្រក	bbrk
ប៉ប្រង	bbrng
ប៉ប្រច	bbrch
ប៉ប្រស	bbrs
ប៉ប្រាច់	bbreach
ប៉ប្រាវ	bbreav
ប៉ប្រិច	bbrich
ប៉ប្រិចភ្នែក	bbrichphneaek
ប៉ប្រិញ	bbrinh
ប៉ប្រិប	bbrib
ប៉ប្រិម	bbrim
ប៉ប្រិល	bbril
ប៉ប្រីយ៍	bbriy
ប៉ប្រឹប	bbrueb
ប៉ប្រឹម	bbruem
ប៉ប្រឹល	bbruel
ប៉ប្រឹស	bbrues
ប៉ប្រុក	bbruk
ប៉ប្រុន	bbrun
ប៉ប្រុយ	bbruy
ប៉ប្រូង	bbrung
ប៉ប្រូច	bbruch
ប៉ប្រូស	bbrus
ប៉ប្រើក	bbreuk
ប៉ប្រើស	bbreus
ប៉ប្រេញ	bbrenh
ប៉ប្រេវ	bbrev
ប៉ប្រេះ	bbreh
ប៉ប្រេះប៉ប្រ៉ោះ	bbrehbbruoh
ប៉ប្រែក	bbreaek
ប៉ប្រែះ	bbreaeh
ប៉ប្រៃ	bbrey
ប៉ប្រោក	bbrouk
ប៉ប្រះ	bbreah
ប៉ប្លក់	bblk
ប៉ប្លាក់	bbleak
ប៉ប្លាច់	bbleach
ប៉ប្លាញ	bbleanh
ប៉ប្លិក	bblik
ប៉ប្លិកប៉ប្លើក	bblikbbleuk
ប៉ប្លិច	bblich
ប៉ប្លឹក	bbluek
ប៉ប្លឺម	bblueum
ប៉ប្លុង	bblung
ប៉ប្លូក	bbluk
ប៉ប្លូច	bbluch
ប៉ប្លើក	bbleuk
ប៉ប្លេកប៉ប្លូច	bblekbbluch
ប៉ប្លេចប៉ប្លូច	bblechbbluch
ប៉ប្លេះប៉ប្លោះ	bblehbbluoh
ប៉ប្លែម	bbleaem
ប៉ប្លោញ	bblounh
ប៉ប្លោត	bblout
ប៉ប្ល៉េះប៉ប្លោះ	bblehbbluoh
ប៉ផង់	bphng
ប៉ផស	bphs
ប៉ផាង	bphang
ប៉ផាប់	bphab
ប៉ផុក	bphok
ប៉ផុត	bphot
ប៉ផុតប៉ផើយ	bphotbphaeuy
ប៉ផូង	bphoung
ប៉ផូរ	bphour
ប៉ផូរប៉ផង់	bphourbphng
ប៉ផូស	bphous
ប៉ផើយ	bphaeuy
ប៉ផេះ	bpheh
ប៉ផែត	bphaet
ប៉ផ្ងាក់	bphngeak
ប៉ផ្ងើក	bphngeuk
ប៉ផ្ចប់	bphchb
ប៉ផ្ញាច់	bphnheach
ប៉ផ្ញាញ	bphnheanh
ប៉ផ្ញោញ	bphnhounh
ប៉ផ្ដក់	bphdk
ប៉ផ្ដាក់	bphdak
ប៉ផ្ដាក់ប៉ផ្តឺត	bphdakbphteut
ប៉ផ្ដិតប៉ផ្ដូង	bphdetbphdoung
ប៉ផ្ដិតប៉ផ្តូង	bphdetbphtoung
ប៉ផ្ដឺត	bphdeut
ប៉ផ្ដឺតប៉ផ្តក់	bphdeutbphtk
ប៉ផ្ដៀច	bphdiech
ប៉ផ្តក់	bphtk
ប៉ផ្តាក់	bphtak
ប៉ផ្តិតប៉ផ្តូង	bphtetbphtoung
ប៉ផ្តឺក	bphteuk
ប៉ផ្តឺត	bphteut
ប៉ផ្តៀច	bphtiech
ប៉ផ្លប់	bphlb
ប៉ផ្លិច	bphlich
ប៉ផ្លិប	bphlib
ប៉ផ្លើក	bphleuk
ប៉ផ្លោត	bphlout
ប៉ផ្អាក់ប៉ផ្អើក	bphaakbphaaeuk
ប៉ផ្អឹប	bphaoeb
ប៉ផ្អឹះ	bphaoeh
ប៉ផ្អឺប	bphaeub
ប៉ផ្អុក	bphaok
ប៉ផ្អូក	bphaouk
ប៉ផ្អូច	bphaouch
ប៉ផ្អួស	bphauos
ប៉ផ្អៀច	bphaiech
ប៉ផ្អេះ	bphaeh
ប៉ផ្អែប	bphaaeb
ប៉ពូ	bpu
ប៉ម	bm
ប៉មត្រួតត្រា	bmtruottrea
ប៉មទឹក	bmtuek
ប៉មបញ្ជា	bmbanhchea
ប៉មបន្ទាយ	bmbanteay
ប៉មព្រះនគរ	bmpreahnkor
ប៉យ	by
ប៉រួត	bruot
ប៉ល័ត	blt
ប៉ស	bs
ប៉ាក	beak
ប៉ាកកា	beakka
ប៉ាកកៃ	beakkai
ប៉ាកកៃ់	beakkai
ប៉ាកឆាម	beakchham
ប៉ាកណាម	beaknam
ប៉ាកទី	beakti
ប៉ាកាឡាន់	beakalan
ប៉ាកាំ	beakam
ប៉ាក់	beak
ប៉ាក់គ្រីប	beakkrib
ប៉ាក់ឌិន	beakdin
ប៉ាក់ថាវ	beakthav
ប៉ាក់ថៅ	beakthau
ប៉ាក់ប៉ើក	beakbeuk
ប៉ាក់ប៉ៅ	beakbov
ប៉ាគីស្ថាន	beakisthan
ប៉ាង	beang
ប៉ាច	beach
ប៉ាចរហាច	beachrohach
ប៉ាច់	beach
ប៉ាឆា	beachha
ប៉ាឋៈ	beathak
ប៉ាឋៈកៈ	beathakkak
ប៉ាណាម៉ា	beanamea
ប៉ាណូ	beanou
ប៉ាណ័សសៈ	beanssak
ប៉ាត	beat
ប៉ាតង់	beatng
ប៉ាតណា	beatna
ប៉ាតណាប៉ណាំង	beatnabnang
ប៉ាតណាប៉ាតណី	beatnabeatnei
ប៉ាតណាំង	beatnang
ប៉ាតឡាត	beatlat
ប៉ាតាង	beatang
ប៉ាតេ	beate
ប៉ាតៅ	beatau
ប៉ាតៈ	beatak
ប៉ាត់	boat
ប៉ាត់ញ៉ាត់	boatnhoat
ប៉ាត់រញ៉ាត់	boatrnhoat
ប៉ាត្រៈ	beatreak
ប៉ាទីស៊ីប	beatisib
ប៉ាន	bean
ប៉ានក្លិប	beanklib
ប៉ានដែក	beandaek
ប៉ានដៃ	beandai
ប៉ានដៃខ្មៅ	beandaikhmov
ប៉ានមុខគោ	beanmukhkou
ប៉ានស័ក្ដិ	beanskde
ប៉ានី	beani
ប៉ានីយៈ	beaniyeak
ប៉ានុ័តឋាន	beanutthan
ប៉ានៈ	beaneak
ប៉ាន៉ា	beanea
ប៉ាន៉ីយ៉ាត់ឋាន	beaniyoatthan
ប៉ាន៉ៈកៈ	beaneakkak
ប៉ាន់	bean
ប៉ាន់ចុះប៉ាន់ឡើង	beanchohbeanlaeung
ប៉ាន់ចៃដន្យ	beanchaidny
ប៉ាន់តម្លៃ	beantmley
ប៉ាន់តែ	beantae
ប៉ាន់ទុកដឹងជាមុន	beantukdoengcheamun
ប៉ាន់ប្រមាណ	beanbrmean
ប៉ាន់ពែង	beanpeaeng
ប៉ាន់រូប	beanrub
ប៉ាន់ស្ទង់មើល	beanstngmeul
ប៉ាន់ស្មាន	beansmean
ប៉ាប៉ា	beabea
ប៉ាប់	beab
ប៉ាពូញូវហ្គីណេ	beapunhuvhkine
ប៉ាម៉ោក	beamouk
ប៉ាយ	beay
ប៉ាយហួយ	beayhuoy
ប៉ាយ៉ៈស័ងវ័តតៈ	beayeaksngvttak
ប៉ារីស	bearis
ប៉ារីស៍	bearis
ប៉ារ៉ង់តែស	bearngtaes
ប៉ារ៉ាប្រុកទីត	beareabruktit
ប៉ារ៉ាផ្លេស៊ី	beareaphlesi
ប៉ារ៉ាភីលី	beareaphili
ប៉ារ៉ាម៉ានី	beareameani
ប៉ារ៉ាម៉ារីប៊ូ	beareamearibu
ប៉ារ៉ាម៉ែត្រ	beareameaetr
ប៉ារ៉ាលីស៊ី	bearealisi
ប៉ារ៉ាស៊ីត	beareasit
ប៉ារ៉ាស៊ីតូផូប៊ី	beareasitouphoubi
ប៉ារ៉ាស៊ីតូស	beareasitous
ប៉ារ៉ាហ្គាយ	beareahkeay
ប៉ារ៉ាឡែល	bearealael
ប៉ាល៉ិកា	bealika
ប៉ាល៉ី	beali
ប៉ាល់	beal
ប៉ាល់ហាល	bealhal
ប៉ាល់ឡុង	beallong
ប៉ាវ	beav
ប៉ាវកេ	beavke
ប៉ាវគង	beavkong
ប៉ាវគងទួងកេរី	beavkongotuongkeri
ប៉ាវដាច់	beavdach
ប៉ាវបាយ	beavbay
ប៉ាវបារ	beavbar
ប៉ាវយិងស៊ុង	beavyingsung
ប៉ាវឲ្យទទួលទាន	beavaoytotuoltean
ប៉ាវា	beavea
ប៉ាសស្ព័រ	beasspr
ប៉ាសេ	bease
ប៉ាស៊ី	beasi
ប៉ាស៊ីហ្វិក	beasihvik
ប៉ាស៊ីហ្វិគ	beasihvik
ប៉ាស្ទ័រ	beastr
ប៉ាស្ពរ	beaspr
ប៉ាហាំង	beahang
ប៉ាហ៊ី	beahi
ប៉ាឡាទីត	bealatit
ប៉ាឡូ	bealou
ប៉ាឡេស្ទីន	bealestin
ប៉ាអ៊ំ	beaaum
ប៉ាំង	beang
ប៉ាំងតោ	beangtao
ប៉ិ	bi
ប៉ិក	bik
ប៉ិកគក់	bikkok
ប៉ិកា	bika
ប៉ិកួ	bikuo
ប៉ិកួៈ	bikuoeak
ប៉ិច	bich
ប៉ិណ្ឌ	bind
ប៉ិត	bit
ប៉ិតចុងផ្ទោង	bitchongphtoung
ប៉ិតជ្រុងតុ	bitchrungto
ប៉ិតប៉ុត	bitbut
ប៉ិន	bin
ប៉ិនណា	binna
ប៉ិនតោ	bintao
ប៉ិនបេ	binbe
ប៉ិនប៉ាន់	binbean
ប៉ិនប៉ៅ	binbov
ប៉ិនប្រសប់	binbrsab
ប៉ិនប្រសព្វ	binbrsapv
ប៉ិនមេឃប៉ិនដី	binmekhbindei
ប៉ិនរប៉ូច	binrobuch
ប៉ិយ៉ៈ	biyeak
ប៉ិល	bil
ប៉ី	bi
ប៉ីកែវ	bikaev
ប៉ីបបុស	bibbos
ប៉ីពក	bipk
ប៉ីអ	bia
ប៉ឹង	bueng
ប៉ឹម	buem
ប៉ឺង	bueung
ប៉ឺត	bueut
ប៉ឺតប៉ោង	bueutboung
ប៉ឺន	bueun
ប៉ឺប	bueub
ប៉ឺម	bueum
ប៉ឺស	bueus
ប៉ុ	bu
ប៉ុក	buk
ប៉ុកចា	bukcha
ប៉ុកចាយ	bukchay
ប៉ុកប៉ឺន	bukbueun
ប៉ុកពើក	bukpeuk
ប៉ុគ្គលប៉ាទា	bukklobeatea
ប៉ុង	bung
ប៉ុងបាវស្រូវ	bungbavsruv
ប៉ុងសូ	bungsou
ប៉ុច	buch
ប៉ុចឆៈន៉ៈ	buchchhakneak
ប៉ុញញ៉ៈ	bunhnheak
ប៉ុណ្ណា	bunna
ប៉ុណ្ណាប៉ុណ្ណី	bunnabunnei
ប៉ុណ្ណឹង	bunnoeng
ប៉ុណ្ណេះ	bunneh
ប៉ុណ្ណោះ	bunnaoh
ប៉ុណ្ណោះទេ	bunnaohte
ប៉ុណ្យ	buny
ប៉ុត	but
ប៉ុតតៈ	buttak
ប៉ុតហ្គោរីកា	buthkourika
ប៉ុត្រ	butr
ប៉ុន	bun
ប៉ុនកដៃ	bunkadai
ប៉ុនគ្នា	bunknea
ប៉ុនណា	bunna
ប៉ុនប៉ង	bunbng
ប៉ុនហ្នឹង	bunhnueng
ប៉ុនអម្បាល	bunaambal
ប៉ុនអំបាល	bunaambal
ប៉ុនអំបាលដូច	bunaambaldouch
ប៉ុនែ្ត	buneaet
ប៉ុន្ដែ	bundae
ប៉ុន្តេ	bunte
ប៉ុន្តែ	buntae
ប៉ុន្នការ	bunnkar
ប៉ុន្នា	bunnea
ប៉ុន្មាន	bunmean
ប៉ុន្មានត	bunmeant
ប៉ុន្មានថ្ងៃក្រោយពី	bunmeanthngeykrouypi
ប៉ុន្មានថ្ងៃហ្នឹង	bunmeanthngeyhnueng
ប៉ុន្មានទៀត	bunmeantiet
ប៉ុប	bub
ប៉ុយ	buy
ប៉ុយគរ	buykor
ប៉ុយទន្សែ	buytonsae
ប៉ុល	bul
ប៉ុស	bus
ប៉ុសអាកទិច	busaaktich
ប៉ុស្តិ៍	buste
ប៉ុស្តិ៍ក្រៅ	bustekrov
ប៉ុស្តិ៍ប៉មខាងមុខ	bustebmkhangmukh
ប៉ុស្តិ៍ប៉មជួរមុខ	bustebmchuormukh
ប៉ុស្តិ៍ប៉ូលីស	bustebulis
ប៉ូក	buk
ប៉ូកប៉ាក់	bukbeak
ប៉ូង	bung
ប៉ូច	buch
ប៉ូដសូល	budsoul
ប៉ូតង់ស្យែល	butngsyeael
ប៉ូតាស្យូម	butasyum
ប៉ូពុយឡាស្យ៉ុង	bupuylasyung
ប៉ូម	bum
ប៉ូល	bul
ប៉ូលិស	bulis
ប៉ូលីកាឡាក់ទី	bulikalakti
ប៉ូលីគ្ហោន	bulikhaon
ប៉ូលីដាក់ទីលី	bulidaktili
ប៉ូលីឌីបស៊ី	bulidibsi
ប៉ូលីណេហ្ស៊ី	bulinehsi
ប៉ូលីតេលី	buliteli
ប៉ូលីប៉ាទី	bulibeati
ប៉ូលីប៉ូអ៊ីឌី	bulibuaidi
